datetime,White,Black,Winner,Elo White Before,Elo Black Before,Elo White After,Elo Black After
2021_04_07_19_26_40,SHUSS_1000_C64,SH_1000,SHUSS_1000_C64,1229,1092,1235,1085
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C64,SHUSS_1000_C64,1085,1235,1079,1240
2021_04_07_19_26_40,SHUSS_1000_C16,UCT_1000,SHUSS_1000_C16,1258,1115,1264,1108
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C16,SHUSS_1000_C16,1108,1264,1102,1269
2021_04_07_19_26_40,SHUSS_1000_C64,FLAT_1000,SHUSS_1000_C64,1240,786,1241,784
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C64,SHUSS_1000_C64,784,1241,782,1242
2021_04_07_19_26_40,UCT_1000,UCB_1000,UCT_1000,1102,897,1106,892
2021_04_07_19_26_40,UCB_1000,UCT_1000,UCT_1000,892,1106,887,1110
2021_04_07_19_26_40,UCT_1000,SH_1000,SH_1000,1110,1079,1099,1089
2021_04_07_19_26_40,SH_1000,UCT_1000,SH_1000,1089,1099,1099,1088
2021_04_07_19_26_40,UCT_1000,GRAVE_1000,UCT_1000,1088,1251,1102,1236
2021_04_07_19_26_40,GRAVE_1000,UCT_1000,UCT_1000,1236,1102,1222,1115
2021_04_07_19_26_40,SH_1000,FLAT_1000,SH_1000,1099,782,1101,779
2021_04_07_19_26_40,FLAT_1000,SH_1000,SH_1000,779,1101,776,1103
2021_04_07_19_26_40,SHUSS_1000_C256,RAVE_1000,Error,1323,1078,1323,1078
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C256,SHUSS_1000_C256,1078,1323,1074,1326
2021_04_07_19_26_40,SH_1000,GRAVE_1000,SH_1000,1103,1222,1116,1208
2021_04_07_19_26_40,GRAVE_1000,SH_1000,GRAVE_1000,1208,1116,1215,1108
2021_04_07_19_26_40,SHUSS_1000_C64,UCB_1000,SHUSS_1000_C64,1242,887,1244,884
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C64,UCB_1000,884,1244,901,1226
2021_04_07_19_26_40,SHUSS_1000_C256,FLAT_1000,SHUSS_1000_C256,1326,776,1326,775
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C256,SHUSS_1000_C256,775,1326,774,1326
2021_04_07_19_26_40,SHUSS_1000_C128,RAVE_1000,RAVE_1000,1218,1074,1204,1087
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C128,Error,1087,1204,1087,1204
2021_04_07_19_26_40,SHUSS_1000_C128,GRAVE_1000,SHUSS_1000_C128,1204,1215,1214,1204
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C128,GRAVE_1000,1204,1214,1214,1203
2021_04_07_19_26_40,RAVE_1000,UCB_1000,RAVE_1000,1087,901,1092,895
2021_04_07_19_26_40,UCB_1000,RAVE_1000,RAVE_1000,895,1092,890,1096
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C128,SHUSS_1000_C128,1269,1203,1257,1214
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C16,SHUSS_1000_C128,1214,1257,1225,1245
2021_04_07_19_26_40,SHUSS_1000_C128,UCT_1000,UCT_1000,1225,1115,1211,1128
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C128,SHUSS_1000_C128,1128,1211,1120,1218
2021_04_07_19_26_40,GRAVE_1000,UCB_1000,GRAVE_1000,1214,890,1216,887
2021_04_07_19_26_40,UCB_1000,GRAVE_1000,GRAVE_1000,887,1216,884,1218
2021_04_07_19_26_40,GRAVE_1000,RAVE_1000,RAVE_1000,1218,1096,1204,1109
2021_04_07_19_26_40,RAVE_1000,GRAVE_1000,RAVE_1000,1109,1204,1121,1191
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C64,SHUSS_1000_C64,1245,1226,1234,1236
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C16,SHUSS_1000_C16,1236,1234,1225,1244
2021_04_07_19_26_40,SHUSS_1000_C16,UCB_1000,SHUSS_1000_C16,1244,884,1246,881
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C16,SHUSS_1000_C16,881,1246,878,1248
2021_04_07_19_26_40,SHUSS_1000_C256,FLAT_1000,SHUSS_1000_C256,1326,774,1326,773
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C256,FLAT_1000,773,1326,792,1306
2021_04_07_19_26_40,SHUSS_1000_C16,UCT_1000,SHUSS_1000_C16,1248,1120,1254,1113
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C16,UCT_1000,1113,1254,1126,1240
2021_04_07_19_26_40,SHUSS_1000_C256,SH_1000,SHUSS_1000_C256,1306,1108,1310,1103
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C256,SHUSS_1000_C256,1103,1310,1098,1314
2021_04_07_19_26_40,SHUSS_1000_C256,UCT_1000,UCT_1000,1314,1126,1299,1140
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C256,SHUSS_1000_C256,1140,1299,1134,1304
2021_04_07_19_26_40,SH_1000,UCB_1000,SH_1000,1098,878,1102,873
2021_04_07_19_26_40,UCB_1000,SH_1000,SH_1000,873,1102,868,1106
2021_04_07_19_26_40,SHUSS_1000_C64,SH_1000,SHUSS_1000_C64,1225,1106,1231,1099
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C64,SHUSS_1000_C64,1099,1231,1092,1237
2021_04_07_19_26_40,UCT_1000,GRAVE_1000,UCT_1000,1134,1191,1145,1179
2021_04_07_19_26_40,GRAVE_1000,UCT_1000,GRAVE_1000,1179,1145,1188,1135
2021_04_07_19_26_40,SHUSS_1000_C256,GRAVE_1000,SHUSS_1000_C256,1304,1188,1310,1181
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C256,SHUSS_1000_C256,1181,1310,1174,1316
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C256,SHUSS_1000_C256,1218,1316,1210,1323
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C128,SHUSS_1000_C128,1323,1210,1309,1223
2021_04_07_19_26_40,SHUSS_1000_C64,UCT_1000,UCT_1000,1237,1135,1224,1147
2021_04_07_19_26_40,UCT_1000,SHUSS_1000_C64,UCT_1000,1147,1224,1159,1211
2021_04_07_19_26_40,GRAVE_1000,FLAT_1000,GRAVE_1000,1174,792,1175,790
2021_04_07_19_26_40,FLAT_1000,GRAVE_1000,FLAT_1000,790,1175,808,1156
2021_04_07_19_26_40,UCT_1000,FLAT_1000,UCT_1000,1159,808,1161,805
2021_04_07_19_26_40,FLAT_1000,UCT_1000,UCT_1000,805,1161,802,1163
2021_04_07_19_26_40,SHUSS_1000_C256,RAVE_1000,SHUSS_1000_C256,1309,1121,1314,1115
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C256,SHUSS_1000_C256,1115,1314,1110,1318
2021_04_07_19_26_40,SH_1000,RAVE_1000,SH_1000,1092,1110,1102,1099
2021_04_07_19_26_40,RAVE_1000,SH_1000,SH_1000,1099,1102,1089,1111
2021_04_07_19_26_40,SHUSS_1000_C256,UCB_1000,SHUSS_1000_C256,1318,868,1319,866
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C256,SHUSS_1000_C256,866,1319,864,1320
2021_04_07_19_26_40,SHUSS_1000_C16,FLAT_1000,SHUSS_1000_C16,1240,802,1241,800
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C16,SHUSS_1000_C16,800,1241,798,1242
2021_04_07_19_26_40,UCT_1000,SH_1000,UCT_1000,1163,1111,1171,1102
2021_04_07_19_26_40,SH_1000,UCT_1000,SH_1000,1102,1171,1113,1159
2021_04_07_19_26_40,UCT_1000,RAVE_1000,UCT_1000,1159,1089,1167,1080
2021_04_07_19_26_40,RAVE_1000,UCT_1000,RAVE_1000,1080,1167,1092,1154
2021_04_07_19_26_40,SHUSS_1000_C128,SH_1000,SH_1000,1223,1113,1209,1126
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C128,SHUSS_1000_C128,1126,1209,1118,1216
2021_04_07_19_26_40,RAVE_1000,FLAT_1000,RAVE_1000,1092,798,1095,794
2021_04_07_19_26_40,FLAT_1000,RAVE_1000,RAVE_1000,794,1095,790,1098
2021_04_07_19_26_40,SH_1000,FLAT_1000,SH_1000,1118,790,1120,787
2021_04_07_19_26_40,FLAT_1000,SH_1000,SH_1000,787,1120,784,1122
2021_04_07_19_26_40,UCT_1000,UCB_1000,UCB_1000,1154,864,1137,880
2021_04_07_19_26_40,UCB_1000,UCT_1000,UCT_1000,880,1137,876,1140
2021_04_07_19_26_40,SH_1000,GRAVE_1000,GRAVE_1000,1122,1156,1112,1165
2021_04_07_19_26_40,GRAVE_1000,SH_1000,GRAVE_1000,1165,1112,1173,1103
2021_04_07_19_26_40,SHUSS_1000_C64,FLAT_1000,SHUSS_1000_C64,1211,784,1212,782
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C64,SHUSS_1000_C64,782,1212,780,1213
2021_04_07_19_26_40,SHUSS_1000_C128,FLAT_1000,SHUSS_1000_C128,1216,780,1217,778
2021_04_07_19_26_40,FLAT_1000,SHUSS_1000_C128,SHUSS_1000_C128,778,1217,776,1218
2021_04_07_19_26_40,UCB_1000,FLAT_1000,UCB_1000,876,776,883,768
2021_04_07_19_26_40,FLAT_1000,UCB_1000,FLAT_1000,768,883,781,869
2021_04_07_19_26_40,SHUSS_1000_C16,SH_1000,SHUSS_1000_C16,1242,1103,1248,1096
2021_04_07_19_26_40,SH_1000,SHUSS_1000_C16,SHUSS_1000_C16,1096,1248,1090,1253
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C256,SHUSS_1000_C256,1213,1320,1205,1327
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C64,SHUSS_1000_C64,1327,1205,1313,1218
2021_04_07_19_26_40,SHUSS_1000_C64,GRAVE_1000,SHUSS_1000_C64,1218,1173,1226,1164
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C64,SHUSS_1000_C64,1164,1226,1155,1234
2021_04_07_19_26_40,SHUSS_1000_C64,RAVE_1000,RAVE_1000,1234,1098,1220,1111
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C64,RAVE_1000,1111,1220,1124,1206
2021_04_07_19_26_40,SHUSS_1000_C16,RAVE_1000,SHUSS_1000_C16,1253,1124,1259,1117
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C16,SHUSS_1000_C16,1117,1259,1110,1265
2021_04_07_19_26_40,SHUSS_1000_C64,SHUSS_1000_C128,SHUSS_1000_C128,1206,1218,1196,1227
2021_04_07_19_26_40,SHUSS_1000_C128,SHUSS_1000_C64,SHUSS_1000_C64,1227,1196,1216,1206
2021_04_07_19_26_40,SHUSS_1000_C128,UCB_1000,SHUSS_1000_C128,1216,869,1218,866
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C128,SHUSS_1000_C128,866,1218,863,1220
2021_04_07_19_26_40,SHUSS_1000_C16,GRAVE_1000,SHUSS_1000_C16,1265,1155,1271,1148
2021_04_07_19_26_40,GRAVE_1000,SHUSS_1000_C16,SHUSS_1000_C16,1148,1271,1141,1277
2021_04_07_19_26_40,SHUSS_1000_C64,UCB_1000,SHUSS_1000_C64,1206,863,1208,860
2021_04_07_19_26_40,UCB_1000,SHUSS_1000_C64,UCB_1000,860,1208,877,1190
2021_04_07_19_26_40,SHUSS_1000_C16,SHUSS_1000_C256,SHUSS_1000_C16,1277,1313,1288,1301
2021_04_07_19_26_40,SHUSS_1000_C256,SHUSS_1000_C16,SHUSS_1000_C256,1301,1288,1310,1278
2021_04_07_19_26_40,SHUSS_1000_C128,RAVE_1000,SHUSS_1000_C128,1220,1110,1226,1103
2021_04_07_19_26_40,RAVE_1000,SHUSS_1000_C128,SHUSS_1000_C128,1103,1226,1096,1232
